pcomp_rep_old_perc,pcomp_rep_evang_perc,pcomp_rep_rich_perc,pcomp_rep_south_perc,pcomp_dem_black_perc,pcomp_dem_aa_perc,pcomp_dem_union_perc,pcomp_dem_lgb_perc,pcomp_rep_old_100,pcomp_rep_evang_100,pcomp_rep_rich_100,pcomp_rep_south_100,pcomp_dem_black_100,pcomp_dem_aa_100,pcomp_dem_union_100,pcomp_dem_lgb_100,num1,num2,num3,num4,bayes_lgb_br,bayes_union_br,bayes_lgb_comp_dem,bayes_lgb_comp_rep,bayes_lgb_comp_ind,bayes_union_comp_dem,bayes_union_comp_rep,bayes_union_comp_ind,pk1pk_gm,pk2pk_blm,pk3pk_firstamd,pk4pk_congress,pk5pk_eu,bayes_lgb_br_requiz,bayes_union_br_requiz,bayes_lgb_dem_requiz,bayes_union_dem_requiz,bayes_dem_union_dv,bayes_dem_lgb_dv,bayes_evang_br,bayes_rich_br,bayes_evang_comp_rep,bayes_evang_comp_dem,bayes_evang_comp_ind,bayes_rich_comp_rep,bayes_rich_comp_dem,bayes_rich_comp_ind,bayes_evang_br_requiz,bayes_rich_br_requiz,bayes_evang_rep_requiz,bayes_rich_rep_requiz,bayes_rep_evang_dv,bayes_rep_rich_dv,state,sexgender,age,race,religionrelig,polinterestpol_int,pid3pid,pid3_4_textotherpartypleasespeci,strdempid_dem,strreppid_rep,pidleanpid_ind,party,bayes_cond,num1_01,num2_01,num3_01,num4_01,num_index,pk1,pk2,pk3,pk4,pk5,pk_index,pid7,pid3,br_shown,responseid,study,timing_cond,timing_dem_aa_fast,q162_firstclickfirstclick,q162_lastclicklastclick,q162_pagesubmitpagesubmit,q162_clickcountclickcount,timing_dem_union_fast,q163_firstclickfirstclick,q163_lastclicklastclick,q163_pagesubmitpagesubmit,q163_clickcountclickcount,timing_dem_lgb_fast,q74_firstclickfirstclick,q74_lastclicklastclick,q74_pagesubmitpagesubmit,q74_clickcountclickcount,timing_rep_old_fast,q144_firstclickfirstclick,q144_lastclicklastclick,q144_pagesubmitpagesubmit,q144_clickcountclickcount,timing_rep_evang_fast,q146_firstclickfirstclick,q146_lastclicklastclick,q146_pagesubmitpagesubmit,q146_clickcountclickcount,timing_rep_south_fast,q148_firstclickfirstclick,q148_lastclicklastclick,q148_pagesubmitpagesubmit,q148_clickcountclickcount,timing_rep_rich_fast,q142_firstclickfirstclick,q142_lastclicklastclick,q142_pagesubmitpagesubmit,q142_clickcountclickcount
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,California,Male,27,White or Caucasian,Atheist,Some of the time,Other party (please specify below),none,,,Neither,,,1,1,1,1,1,0,0,0,0,0,0,4,Ind,1,R_0lfVIBXbdgP1sZP,timing,slow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,14,13,13,0,38,0,11,16,40,1,1 in 12,10,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,Female,37,Black or African American,Other,Some of the time,Democrat,,Strong Democrat,,,,,0,0,1,0,0.25,0,0,0,0,0,0,1,Dem,0,R_0pKeTmm9whtzqbD,main_measurement,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.1,8,10,60,30,10,45,45,10,Don't Know,,Freedom of the press,,,NA,NA,63.09999847,41.90000153,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida,Male,28,Other,Catholic,Only now and then,Democrat,,Not very strong Democrat,,,dem,group_comp,1,1,1,1,1,0,0,1,0,0,0.200000003,2,Dem,0,R_0wG09Aglw09mgo5,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.1,3,5,30,10,60,40,10,50,22,Maryland,Freedom of the press,The Democratic Party controls 43% of seats and the Republican Party controls 57%,Russia,3.799999952,11.30000019,NA,NA,25,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Georgia,Male,32,Hispanic or Latino,Catholic,Some of the time,Democrat,,Not very strong Democrat,,,dem,base_rate,1,1,1,1,1,0,0,1,1,1,0.600000024,2,Dem,0,R_0x2BPnN0qetm0uJ,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,10,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maryland,Female,34,Black or African American,Catholic,Only now and then,Democrat,,Not very strong Democrat,,,,,1,1,1,0,0.75,0,0,0,0,0,0,2,Dem,1,R_10B05ywdFmqntkv,timing,fast,9,0,0,10.13700008,0,80,6.633999825,7.275000095,8.395000458,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,5.320000172,6.014999866,9.083999634,2,80,7.933000088,8.234000206,9.019000053,2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,10,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan,Male,26,White or Caucasian,Agnostic,Only now and then,Independent,,,,Closer to the Democratic Party,,,1,1,1,0,0.75,0,0,0,0,0,0,3,Dem,1,R_10B4ktwGlgOdfKk,timing,fast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,5.710000038,5.710000038,6.109000206,1,60,4.019999981,4.019999981,4.623000145,1,10,2.302000046,5.499000072,6.066999912,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,100,1 in 12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,50,Missouri,Freedom of the press,The Democratic Party controls 43% of seats and the Republican Party controls 57%,Russia,NA,NA,NA,NA,NA,NA,20,3,75,10,15,40,40,20,19.10000038,2,NA,NA,29,6,Pennsylvania,Female,41,Asian or Pacific Islander,Other,Some of the time,Other party (please specify below),none,,,Closer to the Democratic Party,rep,base_rate,1,0,1,1,0.75,1,1,1,1,1,1,3,Dem,0,R_10BkklQyUWZuozb,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,1%,NA,NA,NA,NA,NA,NA,NA,NA,50,Missouri,Freedom of the press,The Democratic Party controls 43% of seats and the Republican Party controls 57%,Russia,NA,NA,NA,NA,NA,NA,8,3,80,15,5,55,40,5,19.10000038,2,NA,NA,30,4,Maine,Female,36,White or Caucasian,Atheist,Some of the time,Democrat,,Strong Democrat,,,rep,base_rate,1,1,1,0,0.75,1,1,1,1,1,1,1,Dem,0,R_10H3UW6oVZK72JK,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.01,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Idaho,Male,56,White or Caucasian,Agnostic,Most of the time,Republican,,,Not very strong Republican,,,,1,1,1,0,0.75,0,0,0,0,0,0,6,Rep,0,R_10Huqgt7qLOeRPQ,timing,fast,NA,NA,NA,NA,NA,28,5.828999996,5.828999996,6.984000206,1,1,3.063999891,3.063999891,6.193999767,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,5.142000198,5.142000198,6.934000015,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,10%,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delaware,Female,44,White or Caucasian,Catholic,Some of the time,Independent,,,,Neither,,,1,1,1,0,0.75,0,0,0,0,0,0,4,Ind,0,R_10MJbmWfz8jhyhg,timing,slow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,10,1 in 12,0.10%,NA,NA,NA,NA,NA,NA,NA,NA,22,Mississippi,Freedom of the press,,Russia,NA,NA,NA,NA,NA,NA,55,20,40,49,11,49,21,30,NA,NA,56.09999847,49.70000076,56.1,49.7,Virginia,Female,34,White or Caucasian,Non-Evangelical Protestant,Hardly at all,Democrat,,Not very strong Democrat,,,rep,group_comp,0,1,1,1,0.75,0,0,1,0,1,0.400000006,2,Dem,0,R_10OYY88vH2DUbDu,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,California,Male,35,Hispanic or Latino,Other,Some of the time,Democrat,,Strong Democrat,,,,,1,1,1,1,1,0,0,0,0,0,0,1,Dem,0,R_10Pes2qiD3olxIp,timing,slow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,1,1 in 12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,50,Maryland,Freedom of the press,The Democratic Party controls 57% of seats and the Republican Party controls 43%,Russia,NA,NA,NA,NA,NA,NA,10,15,90,5,5,70,25,5,NA,NA,56.09999847,49.70000076,56.1,49.7,New York,Female,35,White or Caucasian,Jewish,Some of the time,Democrat,,Strong Democrat,,,rep,group_comp,0,0,1,1,0.5,1,0,1,0,1,0.600000024,1,Dem,0,R_10PqlqGO0NfT3sB,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma,Male,32,White or Caucasian,Evangelical Protestant,Most of the time,Independent,,,,Closer to the Democratic Party,,,1,1,1,1,1,0,0,0,0,0,0,3,Dem,1,R_10SrXc7vtEiZhsC,timing,slow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,50,Missouri,Freedom of the press,The Democratic Party controls 43% of seats and the Republican Party controls 57%,Russia,NA,NA,NA,NA,NA,NA,21,4,55,30,15,60,20,20,19.10000038,2,NA,NA,35,3,Virginia,Male,20,Asian or Pacific Islander,Catholic,Most of the time,Independent,,,,Closer to the Republican Party,rep,base_rate,1,1,1,1,1,1,1,1,1,1,1,5,Rep,0,R_10VktRFnoYnnrJN,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,100,1 in 12,0.01,NA,NA,NA,NA,NA,NA,NA,NA,50,Maryland,Right to vote,The Democratic Party controls 43% of seats and the Republican Party controls 57%,,NA,NA,NA,NA,NA,NA,40,10,50,40,10,70,20,10,NA,NA,56.09999847,49.70000076,50,60,Pennsylvania,Female,34,White or Caucasian,Evangelical Protestant,Some of the time,Democrat,,Not very strong Democrat,,,rep,group_comp,1,0,1,0,0.5,1,0,0,1,0,0.400000006,2,Dem,0,R_10oYMkvheFyM2u3,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,10,1 in 12,10,25,60,35,35,30,80,10,10,22,Illinois,Freedom of the press,,Russia,3.799999952,11.30000019,NA,NA,75,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wisconsin,Female,58,White or Caucasian,Other,Only now and then,Independent,,,,Neither,dem,base_rate,0,1,1,0,0.5,0,0,1,0,1,0.400000006,4,Ind,0,R_10ob3ej3ykdXz5h,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.10%,NA,NA,NA,NA,NA,NA,NA,NA,Don't Know,,Freedom of the press,The Democratic Party controls 43% of seats and the Republican Party controls 57%,,NA,NA,NA,NA,NA,NA,5,8,75,20,5,60,35,5,NA,NA,56.09999847,49.70000076,5,7,Nevada,Female,23,White or Caucasian,Buddhist,Only now and then,Other party (please specify below),Libertarian,,,Neither,rep,group_comp,1,1,1,1,1,0,0,1,1,0,0.400000006,4,Ind,0,R_10qjorf7j8ZLhj7,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10,1 in 12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,50,Missouri,Freedom of the press,The Democratic Party controls 43% of seats and the Republican Party controls 57%,Russia,NA,NA,NA,NA,NA,NA,6,0.899999976,55,35,10,50,20,30,NA,NA,56.09999847,49.70000076,19,1.4,Arizona,Male,69,White or Caucasian,Evangelical Protestant,Most of the time,Republican,,,Strong Republican,,rep,group_comp,1,1,1,1,1,1,1,1,1,1,1,7,Rep,0,R_10xhcIrCPpcvtVc,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,10,1 in 12,10,20,60,60,30,10,30,60,10,22,Illinois,Right to bear arms,The Democratic Party controls 57% of seats and the Republican Party controls 43%,Russia,NA,NA,63.09999847,41.90000153,70,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Georgia,Female,51,White or Caucasian,Other,Most of the time,Independent,,,,Closer to the Republican Party,dem,group_comp,0,1,1,0,0.5,0,0,0,0,1,0.200000003,5,Rep,0,R_115YRT2YodG3q3V,bayes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
